HOSP_DISTRICT,HOSP_NAME,CATEGORY_NAME,no_of_patient,total_claim_amount,start_data,end_date
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,GENITO URINARY SURGERIES,6,111960,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,NEPHROLOGY,216,3270228,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,NEUROLOGY,17,495770,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,NEUROSURGERY,6,311750,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,6,126332,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,PEDIATRIC SURGERIES,1,27160,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,PEDIATRICS,4,121900,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,POLY TRAUMA,3,54000,2016-10-01,2016-10-31
West Godavari,Alluri Sitarama Raju Academy Of Medical Sciences Asram Hospital,PULMONOLOGY,8,269063,2016-10-01,2016-10-31
West Godavari,Area Hospital - Bhimavaram,GENERAL SURGERY,6,160000,2016-10-01,2016-10-31
West Godavari,Area Hospital - Tadepalligudem,GENERAL SURGERY,2,50000,2016-10-01,2016-10-31
West Godavari,Area Hospital - Tadepalligudem,PEDIATRICS,14,414000,2016-10-01,2016-10-31
West Godavari,Area Hospital - Tanuku,GENERAL SURGERY,10,257400,2016-10-01,2016-10-31
West Godavari,Area Hospital - Tanuku,GYNAECOLOGY AND OBSTETRICS  SURGERY,7,131400,2016-10-01,2016-10-31
West Godavari,Area Hospital - Tanuku,PEDIATRICS,6,150000,2016-10-01,2016-10-31
West Godavari,Area Hospital - Tanuku,POLY TRAUMA,2,54600,2016-10-01,2016-10-31
West Godavari,CHC-Palakole,GASTROENTEROLOGY,1,25000,2016-10-01,2016-10-31
West Godavari,CHC-Palakole,GENERAL SURGERY,4,100000,2016-10-01,2016-10-31
West Godavari,CHC-Palakole,NEUROLOGY,1,20000,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,CARDIOLOGY,1,10000,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,ENT  SURGERY,4,66000,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,GASTROENTEROLOGY,2,80000,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,GENERAL SURGERY,18,517500,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,GYNAECOLOGY AND OBSTETRICS  SURGERY,8,183820,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,NEPHROLOGY,97,1173750,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,NEUROLOGY,19,394280,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,NEUROSURGERY,6,185300,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,OPHTHALMOLOGY  SURGERY,1,17340,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,ORTHOPEDIC  SURGERY AND PROCEDURES,6,128480,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,PEDIATRICS,2,55000,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,PLASTIC SURGERY,2,18220,2016-10-01,2016-10-31
West Godavari,District Hospital - Eluru,POLY TRAUMA,44,1156532,2016-10-01,2016-10-31
West Godavari,Good Samaritan Cancer and General Hospital,GENERAL SURGERY,1,17660,2016-10-01,2016-10-31
West Godavari,Good Samaritan Cancer and General Hospital,MEDICAL ONCOLOGY,107,493330,2016-10-01,2016-10-31
West Godavari,Good Samaritan Cancer and General Hospital,RADIATION ONCOLOGY,35,1025250,2016-10-01,2016-10-31
West Godavari,Good Samaritan Cancer and General Hospital,SURGICAL ONCOLOGY,25,930544,2016-10-01,2016-10-31
West Godavari,Madhu Chalapathi Urological Hospita,GENITO URINARY SURGERIES,2,59280,2016-10-01,2016-10-31
West Godavari,Mother Vannini Hospital,GENERAL SURGERY,3,123000,2016-10-01,2016-10-31
West Godavari,Mother Vannini Hospital,GENITO URINARY SURGERIES,24,706210,2016-10-01,2016-10-31
West Godavari,Mother Vannini Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,2,49820,2016-10-01,2016-10-31
West Godavari,Mother Vannini Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-10-01,2016-10-31
West Godavari,Mother Vannini Hospital,POLY TRAUMA,10,271500,2016-10-01,2016-10-31
West Godavari,Sri Lakshmi Hospitals,GYNAECOLOGY AND OBSTETRICS  SURGERY,2,49820,2016-10-01,2016-10-31
West Godavari,Sri Lakshmi Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,5,136228,2016-10-01,2016-10-31
West Godavari,Sri Lakshmi Hospitals,POLY TRAUMA,17,566000,2016-10-01,2016-10-31
West Godavari,Srisaihospital,ENT  SURGERY,4,53120,2016-10-01,2016-10-31
West Godavari,Srisaihospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,9100,2016-10-01,2016-10-31
West Godavari,Srisaihospital,POLY TRAUMA,10,273900,2016-10-01,2016-10-31
West Godavari,Sudha Hospital  Tanuku,GENERAL SURGERY,19,620660,2016-10-01,2016-10-31
West Godavari,Sudha Hospital  Tanuku,GENITO URINARY SURGERIES,25,689436,2016-10-01,2016-10-31
West Godavari,Sudha Hospital  Tanuku,ORTHOPEDIC  SURGERY AND PROCEDURES,2,35000,2016-10-01,2016-10-31
West Godavari,Sudha Hospital  Tanuku,POLY TRAUMA,47,1435402,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,CARDIAC AND CARDIOTHORACIC SURGERY,21,1836672,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,CARDIOLOGY,19,485000,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,CRITICAL CARE,1,45000,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,GENITO URINARY SURGERIES,2,50000,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,NEPHROLOGY,117,1477420,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,ORTHOPEDIC  SURGERY AND PROCEDURES,6,161456,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,PEDIATRICS,16,370000,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,PLASTIC SURGERY,1,60710,2016-10-01,2016-10-31
West Godavari,Varma Hospitals ,POLY TRAUMA,10,311500,2016-10-01,2016-10-31
YSR Kadapa,B G R HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,2,15000,2016-10-01,2016-10-31
YSR Kadapa,B G R HOSPITAL,POLY TRAUMA,17,567500,2016-10-01,2016-10-31
YSR Kadapa,Bharathi Hospital,GENERAL SURGERY,2,50000,2016-10-01,2016-10-31
YSR Kadapa,Bharathi Hospital,OPHTHALMOLOGY  SURGERY,5,63516,2016-10-01,2016-10-31
YSR Kadapa,Bharathi Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,3,15000,2016-10-01,2016-10-31
YSR Kadapa,Bharathi Hospital,POLY TRAUMA,35,929402,2016-10-01,2016-10-31
YSR Kadapa,DINESH MEDICAL CENTRE A Unit Of Carmel Health Care Pvt Ltd,GENERAL SURGERY,9,290480,2016-10-01,2016-10-31
YSR Kadapa,DINESH MEDICAL CENTRE A Unit Of Carmel Health Care Pvt Ltd,POLY TRAUMA,24,708000,2016-10-01,2016-10-31
YSR Kadapa,District Hospital - Proddutur,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,18000,2016-10-01,2016-10-31
YSR Kadapa,Himalaya Multi Speciality Hospital,GENERAL SURGERY,5,146220,2016-10-01,2016-10-31
YSR Kadapa,Himalaya Multi Speciality Hospital,GENITO URINARY SURGERIES,6,159280,2016-10-01,2016-10-31
YSR Kadapa,Himalaya Multi Speciality Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,17,278200,2016-10-01,2016-10-31
YSR Kadapa,Himalaya Multi Speciality Hospital,POLY TRAUMA,25,740402,2016-10-01,2016-10-31
YSR Kadapa,M M HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,14,229000,2016-10-01,2016-10-31
YSR Kadapa,M M HOSPITAL,POLY TRAUMA,83,2317500,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,CARDIOLOGY,11,108000,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,ENDOCRINOLOGY,3,40760,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,ENT  SURGERY,4,35000,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,GASTROENTEROLOGY,3,63710,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,GENERAL MEDICINE,1,28200,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,GENERAL SURGERY,60,1272500,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,16,353730,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,NEPHROLOGY,156,1938490,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,NEUROLOGY,19,264896,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,OPHTHALMOLOGY  SURGERY,6,43350,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,POLY TRAUMA,1,19100,2016-10-01,2016-10-31
YSR Kadapa,Rims General Hospital,PULMONOLOGY,11,266600,2016-10-01,2016-10-31
YSR Kadapa,Sree Mohan Hospitals,GENERAL SURGERY,1,25000,2016-10-01,2016-10-31
YSR Kadapa,Sree Mohan Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-10-01,2016-10-31
YSR Kadapa,Sree Mohan Hospitals,POLY TRAUMA,19,531500,2016-10-01,2016-10-31
YSR Kadapa,Tirumala hospitals,ENT  SURGERY,20,312880,2016-10-01,2016-10-31
YSR Kadapa,Tirumala hospitals,GENERAL SURGERY,28,771340,2016-10-01,2016-10-31
YSR Kadapa,Tirumala hospitals,GENITO URINARY SURGERIES,14,374260,2016-10-01,2016-10-31
YSR Kadapa,Tirumala hospitals,POLY TRAUMA,5,150000,2016-10-01,2016-10-31
YSR Kadapa,swarup eye hospital and laser center,OPHTHALMOLOGY  SURGERY,7,53290,2016-10-01,2016-10-31
Anantapur,ABHAYA KIDNEY CARE MULITYSPECIALITY HOSPITAL,NEPHROLOGY,27,357090,2016-11-01,2016-11-30
Anantapur,AMEER NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-11-01,2016-11-30
Anantapur,AMEER NURSING HOME,POLY TRAUMA,1,35000,2016-11-01,2016-11-30
Anantapur,Aasha Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,20000,2016-11-01,2016-11-30
Anantapur,Area Hospital - Kadiri,GENERAL SURGERY,5,122500,2016-11-01,2016-11-30
Anantapur,Area Hospital - Kadiri,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15480,2016-11-01,2016-11-30
Anantapur,Area Hospital - Kadiri,POLY TRAUMA,2,50000,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,1,64110,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,CARDIOLOGY,8,195000,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,CRITICAL CARE,4,255000,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,ENT  SURGERY,10,150820,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,GENERAL SURGERY,1,25000,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,NEPHROLOGY,20,248750,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-11-01,2016-11-30
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,POLY TRAUMA,5,165000,2016-11-01,2016-11-30
Anantapur,Dr. YSR Memorial Hospitals,GENERAL SURGERY,2,45000,2016-11-01,2016-11-30
Anantapur,Dr. YSR Memorial Hospitals,GENITO URINARY SURGERIES,3,93560,2016-11-01,2016-11-30
Anantapur,Dr. YSR Memorial Hospitals,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,24910,2016-11-01,2016-11-30
Anantapur,Dr. YSR Memorial Hospitals,NEPHROLOGY,85,1062500,2016-11-01,2016-11-30
Anantapur,Dr. YSR Memorial Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,4,65000,2016-11-01,2016-11-30
Anantapur,Dr. YSR Memorial Hospitals,POLY TRAUMA,12,337902,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,ENT  SURGERY,1,13600,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,GENERAL SURGERY,2,68700,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,GYNAECOLOGY AND OBSTETRICS  SURGERY,3,57900,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,MEDICAL ONCOLOGY,8,20600,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,NEPHROLOGY,79,975000,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,NEUROSURGERY,4,89300,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,ORTHOPEDIC  SURGERY AND PROCEDURES,1,20000,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,POLY TRAUMA,9,191900,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,RADIATION ONCOLOGY,24,467000,2016-11-01,2016-11-30
Anantapur,Govt General Hospital Anantapur,SURGICAL ONCOLOGY,9,413636,2016-11-01,2016-11-30
Anantapur,Pavani Multi Speciality Hospital,POLY TRAUMA,2,60000,2016-11-01,2016-11-30
Anantapur,S V Hopsital,GENITO URINARY SURGERIES,1,25000,2016-11-01,2016-11-30
Anantapur,S V Hopsital,POLY TRAUMA,1,30000,2016-11-01,2016-11-30
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENERAL SURGERY,1,25000,2016-11-01,2016-11-30
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,GENITO URINARY SURGERIES,8,231250,2016-11-01,2016-11-30
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,2,40000,2016-11-01,2016-11-30
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,PEDIATRIC SURGERIES,1,25000,2016-11-01,2016-11-30
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,PLASTIC SURGERY,1,60010,2016-11-01,2016-11-30
Anantapur,SREENIVASA MULTI SPECIALITY HOSPITAL,POLY TRAUMA,7,210000,2016-11-01,2016-11-30
Anantapur,Sainath Hospital,GENERAL SURGERY,1,20000,2016-11-01,2016-11-30
Anantapur,Sainath Hospital,POLY TRAUMA,1,20000,2016-11-01,2016-11-30
Anantapur,Saveera Hospital Pvt Ltd,CARDIAC AND CARDIOTHORACIC SURGERY,2,130020,2016-11-01,2016-11-30
Anantapur,Saveera Hospital Pvt Ltd,CARDIOLOGY,5,85000,2016-11-01,2016-11-30
Anantapur,Saveera Hospital Pvt Ltd,GENERAL SURGERY,2,96000,2016-11-01,2016-11-30
Anantapur,Saveera Hospital Pvt Ltd,GENITO URINARY SURGERIES,2,53410,2016-11-01,2016-11-30
Anantapur,Saveera Hospital Pvt Ltd,POLY TRAUMA,2,60000,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GENERAL SURGERY,1,24120,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GENITO URINARY SURGERIES,1,34280,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,24910,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,NEPHROLOGY,20,250000,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PEDIATRIC SURGERIES,2,121890,2016-11-01,2016-11-30
Anantapur,Snehalatha Hospitals Vaatsalya Hospital,PLASTIC SURGERY,3,180030,2016-11-01,2016-11-30
Anantapur,TEJA NURSING HOME,GENERAL SURGERY,1,25000,2016-11-01,2016-11-30
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,2,20000,2016-11-01,2016-11-30
Anantapur,TEJA NURSING HOME,POLY TRAUMA,9,227902,2016-11-01,2016-11-30
Anantapur,TRIVENI HOSPITAL,ENT  SURGERY,2,30160,2016-11-01,2016-11-30
Anantapur,TRIVENI HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,4,65480,2016-11-01,2016-11-30
Anantapur,TRIVENI HOSPITAL,POLY TRAUMA,11,296500,2016-11-01,2016-11-30
Chittoor,Apollo Hospitals Enterprises Ltd- A,POLY TRAUMA,3,80000,2016-11-01,2016-11-30
Chittoor,Area Hospital - Madanapalli,GENERAL SURGERY,8,188900,2016-11-01,2016-11-30
Chittoor,Area Hospital - Madanapalli,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,29100,2016-11-01,2016-11-30
Chittoor,Area Hospital - Madanapalli,NEUROLOGY,1,17300,2016-11-01,2016-11-30
Chittoor,Area Hospital - Sri Kalahasthi,GENERAL SURGERY,1,40000,2016-11-01,2016-11-30
Chittoor,Area Hospital - Sri Kalahasthi,PEDIATRICS,10,235000,2016-11-01,2016-11-30
Chittoor,Chandra Mohans Nursing Home,POLY TRAUMA,1,30000,2016-11-01,2016-11-30
Chittoor,DBR AND SK SUPER SPECIALITY HOSPITAL,CARDIAC AND CARDIOTHORACIC SURGERY,4,218020,2016-11-01,2016-11-30
Chittoor,DBR AND SK SUPER SPECIALITY HOSPITAL,CARDIOLOGY,2,50000,2016-11-01,2016-11-30
Chittoor,DBR AND SK SUPER SPECIALITY HOSPITAL,NEPHROLOGY,34,422870,2016-11-01,2016-11-30
Chittoor,DBR AND SK SUPER SPECIALITY HOSPITAL,POLY TRAUMA,3,95000,2016-11-01,2016-11-30
Chittoor,DESAI HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-11-01,2016-11-30
Chittoor,DESAI HOSPITALS,POLY TRAUMA,5,150000,2016-11-01,2016-11-30
Chittoor,District Hospital - Chittoor,GENERAL SURGERY,3,70200,2016-11-01,2016-11-30
Chittoor,District Hospital - Chittoor,POLY TRAUMA,9,237400,2016-11-01,2016-11-30
Chittoor,Government Maternity Hospital Tirupathi,GYNAECOLOGY AND OBSTETRICS  SURGERY,3,63000,2016-11-01,2016-11-30
Chittoor,Om Hospital,GENERAL SURGERY,1,47100,2016-11-01,2016-11-30
Chittoor,Om Hospital,PEDIATRIC SURGERIES,7,301960,2016-11-01,2016-11-30
Chittoor,Om Hospital,PEDIATRICS,1,20000,2016-11-01,2016-11-30
Chittoor,Om Hospital,PLASTIC SURGERY,1,60000,2016-11-01,2016-11-30
Chittoor,PURNAS REMEDY HOSPITAL,GENITO URINARY SURGERIES,2,30000,2016-11-01,2016-11-30
Chittoor,PURNAS REMEDY HOSPITAL,NEPHROLOGY,69,880870,2016-11-01,2016-11-30
Chittoor,PURNAS REMEDY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,5,109114,2016-11-01,2016-11-30
Chittoor,PURNAS REMEDY HOSPITAL,POLY TRAUMA,1,30000,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,6,270030,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,CRITICAL CARE,2,92000,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,ENT  SURGERY,1,14180,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,GENERAL MEDICINE,1,35000,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,GENERAL SURGERY,3,110100,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,GENITO URINARY SURGERIES,3,104138,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,NEPHROLOGY,40,500990,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,NEUROSURGERY,3,152000,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,50000,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,PEDIATRICS,4,172000,2016-11-01,2016-11-30
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,POLY TRAUMA,19,502000,2016-11-01,2016-11-30
Chittoor,RVS HOSPITALS AND RESEARCH FOUNDATION,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-11-01,2016-11-30
Chittoor,RVS HOSPITALS AND RESEARCH FOUNDATION,POLY TRAUMA,7,176500,2016-11-01,2016-11-30
Chittoor,Russh Hospitals Pvt Ltd,GENERAL SURGERY,3,120100,2016-11-01,2016-11-30
Chittoor,Russh Hospitals Pvt Ltd,GENITO URINARY SURGERIES,52,1851926,2016-11-01,2016-11-30
Chittoor,Russh Hospitals Pvt Ltd,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,24910,2016-11-01,2016-11-30
Chittoor,Russh Hospitals Pvt Ltd,PEDIATRIC SURGERIES,1,29860,2016-11-01,2016-11-30
Chittoor,Russh Hospitals Pvt Ltd,POLY TRAUMA,3,90000,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,CRITICAL CARE,1,45000,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,ENT  SURGERY,1,16500,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,GASTROENTEROLOGY,5,92100,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,GENERAL MEDICINE,1,30000,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,GENERAL SURGERY,44,1312500,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,GENITO URINARY SURGERIES,3,104000,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,NEPHROLOGY,80,1001120,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,NEUROLOGY,10,203060,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,NEUROSURGERY,19,678900,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,OPHTHALMOLOGY  SURGERY,6,91130,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,4,100000,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,PEDIATRIC SURGERIES,4,129140,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,PEDIATRICS,68,1673100,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,PLASTIC SURGERY,7,279820,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,POLY TRAUMA,45,1017000,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,PULMONOLOGY,2,56400,2016-11-01,2016-11-30
Chittoor,S.V.R.R.Hospital,SURGICAL ONCOLOGY,9,309800,2016-11-01,2016-11-30
Chittoor,SRI CHAKRA HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,3,88228,2016-11-01,2016-11-30
Chittoor,SRI MARUTHI SPECALITY HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,2,45000,2016-11-01,2016-11-30
Chittoor,SRI MARUTHI SPECALITY HOSPITALS,POLY TRAUMA,5,166500,2016-11-01,2016-11-30
Chittoor,SURENDRA MULTISPECAILITY HOSPITALS,OPHTHALMOLOGY  SURGERY,3,35340,2016-11-01,2016-11-30
Chittoor,Sneha Hospital,GENITO URINARY SURGERIES,1,20930,2016-11-01,2016-11-30
Chittoor,Sree Ramadevi Multy Speciality Hospital,CRITICAL CARE,2,85000,2016-11-01,2016-11-30
Chittoor,Sree Ramadevi Multy Speciality Hospital,GENERAL MEDICINE,1,30000,2016-11-01,2016-11-30
Chittoor,Sree Ramadevi Multy Speciality Hospital,NEUROSURGERY,4,238000,2016-11-01,2016-11-30
Chittoor,Sree Ramadevi Multy Speciality Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,6,90000,2016-11-01,2016-11-30
Chittoor,Sree Ramadevi Multy Speciality Hospital,POLY TRAUMA,16,521000,2016-11-01,2016-11-30
Chittoor,Sri Balaji Institute of Surgery Research and Rehabilitation for disabledBIRRD Trust Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,8,218810,2016-11-01,2016-11-30
Chittoor,Sri Balaji Institute of Surgery Research and Rehabilitation for disabledBIRRD Trust Hospital,POLY TRAUMA,9,281500,2016-11-01,2016-11-30
Chittoor,Sri Priya Nursing Home,GENERAL SURGERY,3,73200,2016-11-01,2016-11-30
Chittoor,Sri Priya Nursing Home,GENITO URINARY SURGERIES,4,92300,2016-11-01,2016-11-30
Chittoor,Sri Priya Nursing Home,POLY TRAUMA,6,149600,2016-11-01,2016-11-30
Chittoor,Sri Sai Sudha Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,8,175000,2016-11-01,2016-11-30
Chittoor,Sri Sai Sudha Hospital,POLY TRAUMA,30,780034,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,CARDIAC AND CARDIOTHORACIC SURGERY,41,3445571,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,CARDIOLOGY,3,30000,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,CRITICAL CARE,1,60000,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,ENDOCRINOLOGY,5,62569,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,ENT  SURGERY,2,33000,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,GENERAL SURGERY,14,534403,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,GENITO URINARY SURGERIES,9,516148,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,MEDICAL ONCOLOGY,241,1001560,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,NEPHROLOGY,57,948687,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,NEUROLOGY,41,933333,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,NEUROSURGERY,28,1567117,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,PLASTIC SURGERY,1,37787,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,POLY TRAUMA,7,263102,2016-11-01,2016-11-30
Chittoor,Sri Venkateswara Institute Of Medical Sciences,PULMONOLOGY,10,351253,2016-11-01,2016-11-30
